Date,AMZN,BAC,GOOGL,MCD,VZ
2014-01-02,19.898500442504883,16.100000381469727,27.85585594177246,96.41000366210938,49.0
2014-01-03,19.82200050354004,16.40999984741211,27.652652740478516,96.54000091552734,48.41999816894531
2014-01-06,19.681499481201172,16.65999984741211,27.960960388183594,95.8499984741211,48.689998626708984
2014-01-07,19.901500701904297,16.5,28.5,96.37999725341795,49.29999923706055
2014-01-08,20.09600067138672,16.579999923706055,28.559309005737305,95.41000366210938,48.5
2014-01-09,20.050500869750977,16.829999923706055,28.284284591674805,95.45999908447266,47.5
2014-01-10,19.882999420166016,16.770000457763672,28.28278350830078,95.8000030517578,47.75
2014-01-13,19.548999786376953,16.43000030517578,28.102603912353516,94.83000183105467,47.029998779296875
2014-01-14,19.87700080871582,16.770000457763672,28.763763427734375,95.22000122070312,47.08000183105469
2014-01-15,19.793500900268555,17.149999618530273,28.744243621826172,95.45999908447266,48.27000045776367
2014-01-16,19.790000915527344,17.079999923706055,28.93443489074707,96.05999755859376,48.529998779296875
2014-01-17,19.980499267578125,17.010000228881836,28.792041778564453,94.93000030517578,48.349998474121094
2014-01-21,20.352500915527344,17.010000228881836,29.12162208557129,95.08000183105467,47.70000076293945
2014-01-22,20.22699928283691,17.149999618530273,29.15465545654297,94.87999725341795,47.33000183105469
2014-01-23,19.993499755859375,16.860000610351562,29.031532287597656,95.31999969482422,47.86000061035156
2014-01-24,19.3799991607666,16.450000762939453,28.12387466430664,94.43000030517578,47.630001068115234
2014-01-27,19.31399917602539,16.309999465942383,27.55830764770508,94.06999969482422,47.689998626708984
2014-01-28,19.721500396728516,16.729999542236328,28.10335350036621,94.18000030517578,47.36000061035156
2014-01-29,19.209999084472656,16.68000030517578,27.700700759887695,93.1500015258789,47.689998626708984
2014-01-30,20.15049934387207,16.93000030517578,28.413162231445312,93.8000030517578,47.630001068115234
2014-01-31,17.934499740600586,16.75,29.553804397583008,94.16999816894533,48.02000045776367
2014-02-03,17.3075008392334,16.350000381469727,28.36411476135254,93.0199966430664,46.40999984741211
2014-02-04,17.397499084472656,16.350000381469727,28.48248291015625,93.08999633789062,46.81999969482422
2014-02-05,17.322500228881836,16.399999618530273,28.60860824584961,93.58000183105467,46.689998626708984
2014-02-06,17.72949981689453,16.690000534057617,29.02802848815918,94.94000244140624,46.68000030517578
2014-02-07,18.054000854492188,16.81999969482422,29.465465545654297,95.91999816894533,46.810001373291016
2014-02-10,18.043500900268555,16.719999313354492,29.352603912353516,94.86000061035156,46.90999984741211
2014-02-11,18.089500427246097,16.8799991607666,29.784284591674805,95.33999633789062,47.209999084472656
2014-02-12,17.462499618530273,16.75,29.69694709777832,94.88999938964844,47.369998931884766
2014-02-13,17.860000610351562,16.75,30.027528762817383,95.45999908447266,47.310001373291016
2014-02-14,17.86750030517578,16.700000762939453,30.100099563598633,95.77999877929688,46.5099983215332
2014-02-18,17.6825008392334,16.469999313354492,30.30230140686035,96.0199966430664,45.97999954223633
2014-02-19,17.368999481201172,16.200000762939453,30.08858871459961,95.5500030517578,46.529998779296875
2014-02-20,17.489999771118164,16.299999237060547,30.132883071899418,95.75,48.119998931884766
2014-02-21,17.33799934387207,16.290000915527344,30.12487411499023,96.4499969482422,47.27000045776367
2014-02-24,17.589000701904297,16.530000686645508,30.343093872070312,96.5,46.22999954223633
2014-02-25,17.916000366210938,16.34000015258789,30.53053092956543,96.62000274658205,46.290000915527344
2014-02-26,17.989999771118164,16.329999923706055,30.5347843170166,95.88999938964844,46.349998474121094
2014-02-27,18.006500244140625,16.489999771118164,30.510761260986328,95.08000183105467,47.5
2014-02-28,18.104999542236328,16.530000686645508,30.42167282104492,95.1500015258789,47.58000183105469
2014-03-03,17.98900032043457,16.299999237060547,30.097347259521484,94.31999969482422,47.310001373291016
2014-03-04,18.19499969482422,16.729999542236328,30.403152465820312,94.9800033569336,47.900001525878906
2014-03-05,18.618499755859375,17.25,30.48698616027832,95.0199966430664,47.380001068115234
2014-03-06,18.607999801635746,17.350000381469727,30.520771026611328,95.58000183105467,47.459999084472656
2014-03-07,18.60300064086914,17.329999923706055,30.400150299072266,95.5,47.150001525878906
2014-03-10,18.526500701904297,17.469999313354492,30.319570541381836,95.1999969482422,47.029998779296875
2014-03-11,18.44099998474121,17.270000457763672,30.0297794342041,98.77999877929688,46.70000076293945
2014-03-12,18.531999588012695,17.280000686645508,30.21271324157715,98.70999908447266,46.36000061035156
2014-03-13,18.57550048828125,17.15999984741211,29.756256103515625,97.37000274658205,46.029998779296875
2014-03-14,18.687000274658203,16.799999237060547,29.349348068237305,97.58000183105467,46.08000183105469
2014-03-17,18.75200080871582,17.110000610351562,29.832332611083984,97.5999984741211,46.310001373291016
2014-03-18,18.938499450683594,17.190000534057617,30.311811447143555,97.30999755859376,46.70000076293945
2014-03-19,18.661500930786133,17.440000534057617,30.011260986328125,96.0999984741211,46.36000061035156
2014-03-20,18.44849967956543,17.920000076293945,29.958959579467773,96.5999984741211,47.209999084472656
2014-03-21,18.0310001373291,17.559999465942383,29.60560607910156,95.47000122070312,46.90999984741211
2014-03-24,17.592500686645508,17.3700008392334,28.97722625732422,96.18000030517578,47.0099983215332
2014-03-25,17.73550033569336,17.209999084472656,28.996997833251953,95.91000366210938,47.220001220703125
2014-03-26,17.170499801635742,17.18000030517578,28.327577590942383,95.83999633789062,47.0099983215332
2014-03-27,16.923500061035156,17.010000228881836,27.884885787963867,96.16000366210938,47.689998626708984
2014-03-28,16.914499282836914,16.979999542236328,28.031782150268555,97.23999786376952,47.41999816894531
2014-03-31,16.818500518798828,17.200000762939453,27.890640258789062,98.02999877929688,47.56999969482422
2014-04-01,17.149499893188477,17.34000015258789,28.400651931762695,97.9000015258789,47.75
2014-04-02,17.097999572753906,17.229999542236328,28.405906677246097,97.58999633789062,47.81999969482422
2014-04-03,16.680999755859375,17.149999618530273,28.575000762939453,97.66000366210938,48.119998931884766
2014-04-04,16.149999618530273,16.719999313354492,27.262500762939453,97.87000274658205,48.040000915527344
2014-04-07,15.887999534606934,16.3799991607666,27.0314998626709,97.01000213623048,48.119998931884766
2014-04-08,16.353500366210938,16.440000534057617,27.875499725341797,98.08000183105467,48.209999084472656
2014-04-09,16.590499877929688,16.6200008392334,28.35199928283691,98.3499984741211,47.97999954223633
2014-04-10,15.85550022125244,16.1200008392334,27.33449935913086,99.43000030517578,47.470001220703125
2014-04-11,15.58650016784668,15.770000457763672,26.88800048828125,99.29000091552734,47.06999969482422
2014-04-14,15.795499801635742,16.0,27.260000228881836,100.11000061035156,47.27000045776367
2014-04-15,15.803999900817873,16.389999389648438,27.434999465942383,100.83000183105467,46.91999816894531
2014-04-16,16.18400001525879,16.1299991607666,28.19499969482422,100.83000183105467,47.099998474121094
2014-04-17,16.245500564575195,16.149999618530273,27.16699981689453,100.25,47.599998474121094
2014-04-21,16.543500900268555,16.09000015258789,26.9685001373291,99.66999816894533,47.97999954223633
2014-04-22,16.465999603271484,16.290000915527344,27.274999618530273,99.31999969482422,47.91999816894531
2014-04-23,16.229000091552734,16.3700008392334,26.875499725341797,99.12999725341795,47.43000030517578
2014-04-24,16.857500076293945,16.34000015258789,26.722000122070312,99.83999633789062,46.279998779296875
2014-04-25,15.191499710083008,15.949999809265137,26.155000686645508,100.7300033569336,45.939998626708984
2014-04-28,14.82900047302246,14.949999809265137,26.14900016784668,100.30999755859376,46.599998474121094
2014-04-29,15.019000053405762,15.239999771118164,26.816499710083008,101.5,46.77000045776367
2014-04-30,15.206500053405762,15.140000343322754,26.743999481201172,101.37999725341795,46.72999954223633
2014-05-01,15.39449977874756,15.09000015258789,26.92650032043457,100.95999908447266,47.220001220703125
2014-05-02,15.400500297546388,15.25,26.693500518798828,101.43000030517578,47.119998931884766
2014-05-05,15.5024995803833,15.079999923706056,26.76650047302246,101.13999938964844,47.38999938964844
2014-05-06,14.869000434875488,14.729999542236328,26.12849998474121,100.9499969482422,47.470001220703125
2014-05-07,14.635499954223633,14.800000190734863,25.899999618530273,101.95999908447266,48.099998474121094
2014-05-08,14.416000366210938,14.93000030517578,26.008499145507812,101.9499969482422,48.4900016784668
2014-05-09,14.612000465393066,14.739999771118164,26.33099937438965,102.93000030517578,48.47999954223633
2014-05-12,15.142999649047852,15.06999969482422,26.921499252319336,102.86000061035156,48.15999984741211
2014-05-13,15.232000350952148,15.029999732971191,27.07699966430664,103.52999877929688,47.849998474121094
2014-05-14,14.880999565124512,14.84000015258789,26.72050094604492,103.02999877929688,48.0099983215332
2014-05-15,14.759499549865724,14.550000190734863,26.45599937438965,102.5,47.959999084472656
2014-05-16,14.885000228881836,14.510000228881836,26.415000915527344,103.13999938964844,49.06999969482422
2014-05-19,14.838000297546388,14.670000076293944,26.941499710083008,102.08999633789062,49.150001525878906
2014-05-20,15.059499740600586,14.529999732971191,27.019500732421875,101.52999877929688,48.650001525878906
2014-05-21,15.250499725341797,14.609999656677246,27.48500061035156,102.55999755859376,49.16999816894531
2014-05-22,15.24549961090088,14.710000038146973,27.772499084472656,102.4499969482422,49.45000076293945
2014-05-23,15.612000465393066,14.720000267028809,28.190000534057617,102.0,49.7400016784668
2014-05-27,15.541000366210938,15.220000267028809,28.743499755859375,102.36000061035156,49.619998931884766
2014-05-28,15.508000373840332,15.140000343322754,28.522499084472656,101.3000030517578,49.7400016784668
2014-05-29,15.689000129699709,15.149999618530272,28.527999877929688,101.33999633789062,49.720001220703125
2014-05-30,15.6274995803833,15.140000343322754,28.582500457763672,101.43000030517578,49.959999084472656
2014-06-02,15.44200038909912,15.260000228881836,28.21699905395508,102.02999877929688,50.04999923706055
2014-06-03,15.35949993133545,15.210000038146973,27.725500106811523,101.4499969482422,49.290000915527344
2014-06-04,15.33899974822998,15.210000038146973,27.687999725341797,102.44000244140624,49.150001525878906
2014-06-05,16.178499221801758,15.43000030517578,28.24650001525879,102.4499969482422,49.279998779296875
2014-06-06,16.48349952697754,15.59000015258789,28.30150032043457,101.95999908447266,49.41999816894531
2014-06-09,16.375,15.84000015258789,28.536500930786133,101.37999725341795,49.56999969482422
2014-06-10,16.620500564575195,15.920000076293944,28.415000915527344,100.87999725341795,49.52000045776367
2014-06-11,16.760000228881836,15.59000015258789,28.375,100.41999816894533,49.369998931884766
2014-06-12,16.295499801635742,15.420000076293944,27.975000381469727,99.76000213623048,49.040000915527344
2014-06-13,16.313499450683594,15.4399995803833,28.017499923706055,100.48999786376952,49.18000030517578
2014-06-16,16.381000518798828,15.279999732971191,27.614999771118164,101.0999984741211,49.310001373291016
2014-06-17,16.2810001373291,15.59000015258789,27.5310001373291,101.2699966430664,49.209999084472656
2014-06-18,16.7189998626709,15.649999618530272,28.03300094604492,101.3499984741211,49.41999816894531
2014-06-19,16.350000381469727,15.550000190734863,28.249500274658203,101.91000366210938,49.470001220703125
2014-06-20,16.209999084472656,15.449999809265137,28.326000213623047,101.91999816894533,49.38999938964844
2014-06-23,16.36199951171875,15.640000343322754,28.714500427246097,101.91000366210938,49.72999954223633
2014-06-24,16.20800018310547,15.489999771118164,28.62700080871582,101.47000122070312,49.279998779296875
2014-06-25,16.371999740600586,15.470000267028809,29.296499252319336,101.61000061035156,49.40999984741211
2014-06-26,16.284500122070312,15.40999984741211,29.238500595092773,101.51000213623048,49.209999084472656
2014-06-27,16.228500366210938,15.329999923706056,29.284500122070312,101.45999908447266,49.31999969482422
2014-06-30,16.23900032043457,15.369999885559082,29.23349952697754,100.73999786376952,48.93000030517578
2014-07-01,16.61949920654297,15.600000381469728,29.574499130249023,101.0,49.369998931884766
2014-07-02,16.642499923706055,15.850000381469728,29.538999557495117,100.52999877929688,49.65999984741211
2014-07-03,16.874500274658203,16.030000686645508,29.65399932861328,100.9800033569336,49.709999084472656
2014-07-07,16.677499771118164,15.9399995803833,29.538000106811523,100.16999816894533,49.75
2014-07-08,16.190500259399414,15.579999923706056,28.920000076293945,100.08999633789062,48.7599983215332
2014-07-09,16.49850082397461,15.600000381469728,29.167999267578125,101.06999969482422,48.900001525878906
2014-07-10,16.395999908447266,15.4399995803833,29.00200080871582,100.58000183105467,49.63999938964844
2014-07-11,17.309999465942383,15.380000114440918,29.332500457763672,100.37000274658205,50.31999969482422
2014-07-14,17.766000747680664,15.56999969482422,29.71299934387207,100.47000122070312,50.529998779296875
2014-07-15,17.722000122070312,15.8100004196167,29.652999877929688,100.3000030517578,50.709999084472656
2014-07-16,17.795000076293945,15.510000228881836,29.5310001373291,99.2699966430664,50.959999084472656
2014-07-17,17.622499465942383,15.199999809265137,29.041000366210938,98.37000274658205,50.31999969482422
2014-07-18,17.933000564575195,15.489999771118164,30.25550079345703,98.98999786376952,50.75
2014-07-21,17.988000869750977,15.520000457763672,29.92200088500977,97.5500030517578,50.70000076293945
2014-07-22,18.04199981689453,15.520000457763672,30.17849922180176,96.2699966430664,50.97999954223633
2014-07-23,17.906999588012695,15.520000457763672,30.25950050354004,95.3499984741211,50.90999984741211
2014-07-24,17.930500030517578,15.619999885559082,30.15049934387207,95.3499984741211,51.04999923706055
2014-07-25,16.20050048828125,15.59000015258789,29.90399932861328,95.72000122070312,51.279998779296875
2014-07-28,16.02050018310547,15.5,29.951000213623047,95.77999877929688,51.58000183105469
2014-07-29,16.0,15.34000015258789,29.697500228881836,95.81999969482422,51.970001220703125
2014-07-30,16.125499725341797,15.579999923706056,29.77199935913086,95.9499969482422,51.7599983215332
2014-07-31,15.649499893188477,15.25,28.977500915527344,94.55999755859376,50.41999816894531
2014-08-01,15.352999687194824,14.979999542236328,28.68000030517578,94.3000030517578,49.83000183105469
2014-08-04,15.682499885559082,15.050000190734863,29.113500595092773,94.30999755859376,50.209999084472656
2014-08-05,15.616000175476074,15.0,28.656999588012695,93.43000030517578,49.65999984741211
2014-08-06,15.694499969482422,15.199999809265137,28.72450065612793,93.47000122070312,49.130001068115234
2014-08-07,15.572500228881836,15.119999885559082,28.590499877929688,93.30999755859376,48.650001525878906
2014-08-08,15.84000015258789,15.199999809265137,28.89699935913086,93.5500030517578,48.70000076293945
