Date,AMZN,BAC,GOOGL,MCD,VZ,Cur Quarter,FSQuarter,year,amzn4Qsum,amznPEratio,amznyeps,bac4Qsum,bacPEratio,bacyeps,googl4Qsum,googlPEratio,googlyeps,mcd4Qsum,mcdPEratio,mcdyeps,vz4Qsum,vzPEratio,vzyeps
2015-05-14,21.61400032043457,16.520000457763672,27.459999084472656,97.70999908447266,49.970001220703125,2015Q2,2015Q1,2015,-0.8899999999999999,-24.28539361846581,1.24,0.67,24.656717101139808,1.3,20.75,1.3233734498541039,22.82,4.46,21.908071543603736,4.81,2.38,20.995798832228203,4.37
2015-05-15,21.299999237060547,16.350000381469727,27.324499130249023,98.04000091552734,49.790000915527344,2015Q2,2015Q1,2015,-0.8899999999999999,-23.932583412427583,1.24,0.67,24.402985643984664,1.3,20.75,1.3168433315782662,22.82,4.46,21.982062985544246,4.81,2.38,20.920168451902246,4.37
2015-05-18,21.261999130249023,16.510000228881836,27.333499908447266,98.0199966430664,49.599998474121094,2015Q2,2015Q1,2015,-0.8899999999999999,-23.889886663201153,1.24,0.67,24.6417913863908,1.3,20.75,1.317277104021555,22.82,4.46,21.97757772266063,4.81,2.38,20.84033549332819,4.37
2015-05-19,21.08550071716309,16.770000457763672,27.464000701904297,100.68000030517578,49.54999923706055,2015Q2,2015Q1,2015,-0.8899999999999999,-23.691573839509093,1.24,0.67,25.029851429498017,1.3,20.75,1.323566298886954,22.82,4.46,22.5739910998152,4.81,2.38,20.81932741052964,4.37
2015-05-20,21.19300079345703,16.739999771118164,27.625499725341797,100.11000061035156,49.689998626708984,2015Q2,2015Q1,2015,-0.8899999999999999,-23.812360442086554,1.24,0.67,24.985074285250988,1.3,20.75,1.3313493843538216,22.82,4.46,22.4461884776573,4.81,2.38,20.87815068349117,4.37
2015-05-21,21.581499099731445,16.729999542236328,27.840499877929688,99.27999877929688,49.900001525878906,2015Q2,2015Q1,2015,-0.8899999999999999,-24.248875392956684,1.24,0.67,24.97014857050198,1.3,20.75,1.3417108374905873,22.82,4.46,22.260089412398404,4.81,2.38,20.96638719574744,4.37
2015-05-22,21.381500244140625,16.75,27.72599983215332,98.98999786376952,49.61000061035156,2015Q2,2015Q1,2015,-0.8899999999999999,-24.024157577686097,1.24,0.67,25.0,1.3,20.75,1.3361927629953407,22.82,4.46,22.195066785598545,4.81,2.38,20.844538071576288,4.37
2015-05-26,21.273500442504883,16.5,27.35950088500977,98.45999908447266,49.41999816894531,2015Q2,2015Q1,2015,-0.8899999999999999,-23.902809485960546,1.24,0.67,24.626865671641788,1.3,20.75,1.3185301631330009,22.82,4.46,22.076232978581313,4.81,2.38,20.764705113002233,4.37
2015-05-27,21.570999145507812,16.739999771118164,27.712499618530273,98.66000366210938,49.56999969482422,2015Q2,2015Q1,2015,-0.8899999999999999,-24.237077691581813,1.24,0.67,24.985074285250988,1.3,20.75,1.3355421502906155,22.82,4.46,22.121077054284612,4.81,2.38,20.827730964211856,4.37
2015-05-28,21.328500747680664,16.670000076293945,27.708999633789062,96.4800033569336,49.540000915527344,2015Q2,2015Q1,2015,-0.8899999999999999,-23.96460758166367,1.24,0.67,24.880597128796932,1.3,20.75,1.3353734763271838,22.82,4.46,21.632287748191388,4.81,2.38,20.815126435095525,4.37
2015-05-29,21.46150016784668,16.5,27.266000747680664,95.93000030517578,49.439998626708984,2015Q2,2015Q1,2015,-0.8899999999999999,-24.114045132412002,1.24,0.67,24.626865671641788,1.3,20.75,1.3140241324183453,22.82,4.46,21.508968678290532,4.81,2.38,20.773108666684447,4.37
2015-06-01,21.54599952697754,16.549999237060547,27.46050071716309,96.22000122070312,49.220001220703125,2015Q2,2015Q1,2015,-0.8899999999999999,-24.208988232559037,1.24,0.67,24.70149139859783,1.3,20.75,1.3233976249235224,22.82,4.46,21.573991305090388,4.81,2.38,20.68067278180804,4.37
2015-06-02,21.54949951171875,16.719999313354492,27.697500228881836,96.29000091552734,49.13999938964844,2015Q2,2015Q1,2015,-0.8899999999999999,-24.212920799683992,1.24,0.67,24.95522285575297,1.3,20.75,1.3348192881388836,22.82,4.46,21.5896863039299,4.81,2.38,20.647058567079178,4.37
2015-06-03,21.829500198364254,16.93000030517578,27.76449966430664,96.5199966430664,49.08000183105469,2015Q2,2015Q1,2015,-0.8899999999999999,-24.527528312768826,1.24,0.67,25.26865717190415,1.3,20.75,1.3380481765930912,22.82,4.46,21.641254852705472,4.81,2.38,20.62184950884651,4.37
2015-06-04,21.538999557495117,16.780000686645508,27.58449935913086,96.30999755859376,48.099998474121094,2015Q2,2015Q1,2015,-0.8899999999999999,-24.20112309830912,1.24,0.67,25.044777144247025,1.3,20.75,1.3293734630906437,22.82,4.46,21.594169856186944,4.81,2.38,20.210083392487856,4.37
2015-06-05,21.34749984741211,17.190000534057617,27.476499557495117,95.54000091552734,47.22999954223633,2015Q2,2015Q1,2015,-0.8899999999999999,-23.98595488473271,1.24,0.67,25.65671721501137,1.3,20.75,1.3241686533732586,22.82,4.46,21.421524868952318,4.81,2.38,19.844537622788373,4.37
2015-06-08,21.174999237060547,17.079999923706055,27.173999786376953,95.31999969482422,47.439998626708984,2015Q2,2015Q1,2015,-0.8899999999999999,-23.792133974225337,1.24,0.67,25.492537199561273,1.3,20.75,1.3095903511506966,22.82,4.46,21.372197240991976,4.81,2.38,19.93277253223067,4.37
2015-06-09,21.27400016784668,17.309999465942383,27.107999801635746,94.7300033569336,47.34000015258789,2015Q2,2015Q1,2015,-0.8899999999999999,-23.903370975108633,1.24,0.67,25.835820098421465,1.3,20.75,1.3064096289944938,22.82,4.46,21.23991106657704,4.81,2.38,19.890756366633568,4.37
2015-06-10,21.53849983215332,17.59000015258789,27.6299991607666,95.3000030517578,47.470001220703125,2015Q2,2015Q1,2015,-0.8899999999999999,-24.20056160916104,1.24,0.67,26.2537315710267,1.3,20.75,1.331566224615258,22.82,4.46,21.367713688734934,4.81,2.38,19.945378664160977,4.37
2015-06-11,21.648500442504883,17.489999771118164,27.50200080871582,95.58999633789062,47.7599983215332,2015Q2,2015Q1,2015,-0.8899999999999999,-24.32415780056729,1.24,0.67,26.104477270325617,1.3,20.75,1.3253976293357022,22.82,4.46,21.432734604908212,4.81,2.38,20.06722618551815,4.37
2015-06-12,21.496000289916992,17.489999771118164,27.37350082397461,95.05999755859376,47.25,2015Q2,2015Q1,2015,-0.8899999999999999,-24.152809314513476,1.24,0.67,26.104477270325617,1.3,20.75,1.3192048589867282,22.82,4.46,21.31390079789098,4.81,2.38,19.85294117647059,4.37
2015-06-15,21.183500289916992,17.469999313354492,27.149999618530273,94.3000030517578,47.0,2015Q2,2015Q1,2015,-0.8899999999999999,-23.80168571900786,1.24,0.67,26.074625840827597,1.3,20.75,1.3084337165556759,22.82,4.46,21.14349844209816,4.81,2.38,19.747899159663866,4.37
2015-06-16,21.363000869750977,17.549999237060547,27.243499755859375,94.62999725341795,47.41999816894531,2015Q2,2015Q1,2015,-0.8899999999999999,-24.003371763765145,1.24,0.67,26.194028712030665,1.3,20.75,1.3129397472703312,22.82,4.46,21.217488173412097,4.81,2.38,19.92436897854845,4.37
2015-06-17,21.39049911499023,17.3700008392334,27.329999923706055,95.22000122070312,47.27000045776367,2015Q2,2015Q1,2015,-0.8899999999999999,-24.03426866852835,1.24,0.67,25.925374386915518,1.3,20.75,1.317108430058123,22.82,4.46,21.349776058453617,4.81,2.38,19.861344730152805,4.37
2015-06-18,21.969499588012695,17.3799991607666,27.80900001525879,96.16999816894533,47.77000045776367,2015Q2,2015Q1,2015,-0.8899999999999999,-24.684830997767076,1.24,0.67,25.940297254875524,1.3,20.75,1.3401927718197006,22.82,4.46,21.56277985850792,4.81,2.38,20.07142876376625,4.37
2015-06-19,21.746000289916992,17.170000076293945,27.875999450683594,96.08000183105467,47.459999084472656,2015Q2,2015Q1,2015,-0.8899999999999999,-24.433708190917972,1.24,0.67,25.62686578551335,1.3,20.75,1.3434216602739082,22.82,4.46,21.542601307411363,4.81,2.38,19.941176085912883,4.37
2015-06-22,21.81450080871582,17.469999313354492,27.983999252319336,96.87000274658205,47.529998779296875,2015Q2,2015Q1,2015,-0.8899999999999999,-24.510675065972833,1.24,0.67,26.074625840827597,1.3,20.75,1.3486264699912933,22.82,4.46,21.719731557529606,4.81,2.38,19.970587722393645,4.37
2015-06-23,22.29949951171875,17.670000076293945,28.16950035095215,97.18000030517578,47.77000045776367,2015Q2,2015Q1,2015,-0.8899999999999999,-25.055617428897474,1.24,0.67,26.373134442229766,1.3,20.75,1.3575662819735974,22.82,4.46,21.789237736586497,4.81,2.38,20.07142876376625,4.37
2015-06-24,22.04199981689453,17.489999771118164,27.92849922180176,96.63999938964844,47.290000915527344,2015Q2,2015Q1,2015,-0.8899999999999999,-24.766291929094983,1.24,0.67,26.104477270325617,1.3,20.75,1.345951769725386,22.82,4.46,21.66816129812745,4.81,2.38,19.86974828383502,4.37
2015-06-25,22.0049991607666,17.3700008392334,27.897499084472656,95.79000091552734,47.439998626708984,2015Q2,2015Q1,2015,-0.8899999999999999,-24.724718158164723,1.24,0.67,25.925374386915518,1.3,20.75,1.3444577872035015,22.82,4.46,21.47757868061151,4.81,2.38,19.93277253223067,4.37
2015-06-26,21.905000686645508,17.40999984741211,27.652999877929688,97.29000091552734,47.619998931884766,2015Q2,2015Q1,2015,-0.8899999999999999,-24.612360322073606,1.24,0.67,25.98507439912255,1.3,20.75,1.3326746929122741,22.82,4.46,21.81390155056667,4.81,2.38,20.008402912556626,4.37
2015-06-29,21.493000030517575,16.889999389648438,27.0625,95.44000244140624,46.77000045776367,2015Q2,2015Q1,2015,-0.8899999999999999,-24.149438236536604,1.24,0.67,25.208954312908116,1.3,20.75,1.3042168674698795,22.82,4.46,21.399103686413955,4.81,2.38,19.65126069653936,4.37
2015-06-30,21.704500198364254,17.020000457763672,27.00200080871582,95.06999969482422,46.61000061035156,2015Q2,2015Q1,2015,-0.8899999999999999,-24.38707887456658,1.24,0.67,25.402985757856225,1.3,20.75,1.3013012437935334,22.82,4.46,21.316143429332783,4.81,2.38,19.584033869895617,4.37
2015-07-01,21.86949920654297,17.219999313354492,27.165000915527344,95.76000213623048,47.0,2015Q3,2015Q2,2015,-0.42999999999999994,-50.85930048033249,1.24,0.86,20.02325501552848,1.3,20.8,1.306009659400353,22.82,4.32,22.16666716116446,4.81,2.41,19.50207468879668,4.37
2015-07-02,21.885499954223633,17.030000686645508,27.367000579833984,96.16999816894533,47.20000076293945,2015Q3,2015Q2,2015,-0.42999999999999994,-50.896511521450314,1.24,0.86,19.802326379820357,1.3,20.8,1.3157211817227876,22.82,4.32,22.261573650218825,4.81,2.41,19.585062557236288,4.37
2015-07-06,21.802000045776367,16.940000534057617,27.2810001373291,95.6500015258789,47.040000915527344,2015Q3,2015Q2,2015,-0.42999999999999994,-50.702325687852024,1.24,0.86,19.69767503960188,1.3,20.8,1.311586545063899,22.82,4.32,22.14120405691641,4.81,2.41,19.51867257905699,4.37
2015-07-07,21.836000442504883,16.690000534057617,27.50149917602539,96.68000030517578,47.25,2015Q3,2015Q2,2015,-0.42999999999999994,-50.78139637791834,1.24,0.86,19.406977365183277,1.3,20.8,1.3221874603858361,22.82,4.32,22.37962970027217,4.81,2.41,19.605809128630703,4.37
2015-07-08,21.48500061035156,16.25,27.084999084472656,95.83999633789062,46.58000183105469,2015Q3,2015Q2,2015,-0.42999999999999994,-49.965117698492,1.24,0.86,18.8953488372093,1.3,20.8,1.302163417522724,22.82,4.32,22.18518433747468,4.81,2.41,19.327801589649248,4.37
2015-07-09,21.719499588012695,16.479999542236328,27.232500076293945,96.48999786376952,46.2599983215332,2015Q3,2015Q2,2015,-0.42999999999999994,-50.510464158169064,1.24,0.86,19.16279016539108,1.3,20.8,1.3092548113602858,22.82,4.32,22.33564765365035,4.81,2.41,19.195020050428713,4.37
2015-07-10,22.175500869750977,16.700000762939453,27.805500030517575,97.6500015258789,47.0,2015Q3,2015Q2,2015,-0.42999999999999994,-51.57093225523484,1.24,0.86,19.41860553830169,1.3,20.8,1.3368028860825756,22.82,4.32,22.604167019879377,4.81,2.41,19.50207468879668,4.37
2015-07-13,22.778499603271484,17.020000457763672,28.58650016784668,98.43000030517578,47.20000076293945,2015Q3,2015Q2,2015,-0.42999999999999994,-52.97325489132904,1.24,0.86,19.790698206701943,1.3,20.8,1.3743509696080134,22.82,4.32,22.784722292864764,4.81,2.41,19.585062557236288,4.37
2015-07-14,23.278499603271484,17.1299991607666,29.208999633789062,98.77999877929688,47.40999984741211,2015Q3,2015Q2,2015,-0.42999999999999994,-54.13604558900346,1.24,0.86,19.918603675310003,1.3,20.8,1.404278828547551,22.82,4.32,22.86574045817057,4.81,2.41,19.67219910681,4.37
2015-07-15,23.059499740600582,17.68000030517578,29.197999954223633,99.06999969482422,47.33000183105469,2015Q3,2015Q2,2015,-0.42999999999999994,-53.62674358279206,1.24,0.86,20.55813988973928,1.3,20.8,1.4037499977992132,22.82,4.32,22.932870299727828,4.81,2.41,19.63900490915132,4.37
2015-07-16,23.77400016784668,17.950000762939453,30.089000701904297,97.86000061035156,47.83000183105469,2015Q3,2015Q2,2015,-0.42999999999999994,-55.28837248336438,1.24,0.86,20.872093910394714,1.3,20.8,1.4465865722069373,22.82,4.32,22.65277791906286,4.81,2.41,19.84647378881937,4.37
2015-07-17,24.15049934387207,18.100000381469727,34.98099899291992,97.5,47.59000015258789,2015Q3,2015Q2,2015,-0.42999999999999994,-56.16395196249319,1.24,0.86,21.046512071476428,1.3,20.8,1.6817787977365346,22.82,4.32,22.569444444444443,4.81,2.41,19.746888030119454,4.37
2015-07-20,24.405000686645508,18.1200008392334,34.641998291015625,97.48999786376952,48.099998474121094,2015Q3,2015Q2,2015,-0.42999999999999994,-56.7558155503384,1.24,0.86,21.069768417713256,1.3,20.8,1.6654806870680587,22.82,4.32,22.567129135131832,4.81,2.41,19.958505590921614,4.37
2015-07-21,24.399999618530273,18.079999923706055,34.76750183105469,97.31999969482422,46.970001220703125,2015Q3,2015Q2,2015,-0.42999999999999994,-56.74418515937274,1.24,0.86,21.023255725239597,1.3,20.8,1.6715145111083984,22.82,4.32,22.527777707135236,4.81,2.41,19.489627062532417,4.37
2015-07-22,24.41349983215332,18.450000762939453,34.755001068115234,97.58000183105467,46.45000076293945,2015Q3,2015Q2,2015,-0.42999999999999994,-56.77558100500773,1.24,0.86,21.453489259231922,1.3,20.8,1.6709135128901556,22.82,4.32,22.58796338681821,4.81,2.41,19.27385923773421,4.37
2015-07-23,24.108999252319336,18.18000030517578,33.73649978637695,97.08999633789062,46.349998474121094,2015Q3,2015Q2,2015,-0.42999999999999994,-56.06744012167288,1.24,0.86,21.13953523857649,1.3,20.8,1.6219471051142766,22.82,4.32,22.474536189326532,4.81,2.41,19.23236451208344,4.37
2015-07-24,26.47100067138672,17.899999618530273,32.73849868774414,96.0999984741211,46.040000915527344,2015Q3,2015Q2,2015,-0.42999999999999994,-61.56046667764354,1.24,0.86,20.813953044802645,1.3,20.8,1.5739662830646222,22.82,4.32,22.245370017157658,4.81,2.41,19.103734819720888,4.37
2015-07-27,26.570499420166016,17.670000076293945,32.91350173950195,96.04000091552734,45.83000183105469,2015Q3,2015Q2,2015,-0.42999999999999994,-61.79185911666516,1.24,0.86,20.546511716620866,1.3,20.8,1.5823798913222091,22.82,4.32,22.231481693409105,4.81,2.41,19.01659827014717,4.37
2015-07-28,26.30150032043457,17.8799991607666,32.983001708984375,97.33000183105467,45.88999938964844,2015Q3,2015Q2,2015,-0.42999999999999994,-61.16627981496413,1.24,0.86,20.790696698565817,1.3,20.8,1.5857212360088642,22.82,4.32,22.53009301644784,4.81,2.41,19.041493522675697,4.37
2015-07-29,26.450000762939453,18.15999984741211,33.07149887084961,98.20999908447266,46.560001373291016,2015Q3,2015Q2,2015,-0.42999999999999994,-61.511629681254554,1.24,0.86,21.11627889233966,1.3,20.8,1.589975907252385,22.82,4.32,22.73379608436867,4.81,2.41,19.319502644519094,4.37
2015-07-30,26.83799934387207,18.1299991607666,33.22800064086914,99.16999816894533,46.66999816894531,2015Q3,2015Q2,2015,-0.42999999999999994,-62.41395196249319,1.24,0.86,21.08139437298442,1.3,20.8,1.5975000308110163,22.82,4.32,22.956018094663268,4.81,2.41,19.365144468442036,4.37
2015-07-31,26.8075008392334,17.8799991607666,32.875,99.86000061035156,46.790000915527344,2015Q3,2015Q2,2015,-0.42999999999999994,-62.34302520751954,1.24,0.86,20.790696698565817,1.3,20.8,1.580528846153846,22.82,4.32,23.115740882025822,4.81,2.41,19.41493813922296,4.37
2015-08-03,26.75149917602539,17.770000457763672,33.236000061035156,99.41999816894533,46.970001220703125,2015Q3,2015Q2,2015,-0.42999999999999994,-62.21278878145441,1.24,0.86,20.662791229957758,1.3,20.8,1.5978846183189979,22.82,4.32,23.013888465033638,4.81,2.41,19.489627062532417,4.37
2015-08-04,26.594999313354492,17.799999237060547,33.06399917602539,99.13999938964844,46.66999816894531,2015Q3,2015Q2,2015,-0.42999999999999994,-61.84883561245232,1.24,0.86,20.697673531465753,1.3,20.8,1.5896153450012207,22.82,4.32,22.949073932788988,4.81,2.41,19.365144468442036,4.37
2015-08-05,26.850500106811523,17.8700008392334,33.66450119018555,99.8000030517578,46.63999938964844,2015Q3,2015Q2,2015,-0.42999999999999994,-62.44302350421285,1.24,0.86,20.77907074329465,1.3,20.8,1.6184856341435359,22.82,4.32,23.101852558277265,4.81,2.41,19.352696842177775,4.37
2015-08-06,26.472999572753903,17.809999465942383,33.50749969482422,99.3499984741211,46.630001068115234,2015Q3,2015Q2,2015,-0.42999999999999994,-61.5651152854742,1.24,0.86,20.709301704584167,1.3,20.8,1.6109374853280873,22.82,4.32,22.997684831972474,4.81,2.41,19.348548161043663,4.37
2015-08-07,26.131000518798828,17.75,33.21950149536133,98.91999816894533,46.36000061035156,2015Q3,2015Q2,2015,-0.42999999999999994,-60.76976864836938,1.24,0.86,20.63953488372093,1.3,20.8,1.5970914180462177,22.82,4.32,22.898147724292897,4.81,2.41,19.236514776079485,4.37
2015-08-10,26.200000762939453,18.040000915527344,33.15700149536133,99.38999938964844,47.22999954223633,2015Q3,2015Q2,2015,-0.42999999999999994,-60.93023433241734,1.24,0.86,20.97674525061319,1.3,20.8,1.59408661035391,22.82,4.32,23.006944303159358,4.81,2.41,19.59751018350055,4.37
2015-08-11,26.37299919128418,17.790000915527344,34.51499938964844,98.80999755859376,47.599998474121094,2015Q3,2015Q2,2015,-0.42999999999999994,-61.33255625880043,1.24,0.86,20.686047576194586,1.3,20.8,1.659374970656175,22.82,4.32,22.87268462004485,4.81,2.41,19.751036711253565,4.37
2015-08-12,26.295499801635746,17.520000457763672,34.57350158691406,98.27999877929688,47.849998474121094,2015Q3,2015Q2,2015,-0.42999999999999994,-61.15232512008314,1.24,0.86,20.372093555539152,1.3,20.8,1.6621875762939453,22.82,4.32,22.74999971742983,4.81,2.41,19.85477115108759,4.37
2015-08-13,26.482999801635746,17.6200008392334,34.32550048828125,99.37000274658205,47.65999984741211,2015Q3,2015Q2,2015,-0.42999999999999994,-61.58837163171105,1.24,0.86,20.488373068876044,1.3,20.8,1.6502644465519831,22.82,4.32,23.002315450597695,4.81,2.41,19.775933546644026,4.37
2015-08-14,26.576000213623047,17.700000762939453,34.46849822998047,99.2699966430664,47.4900016784668,2015Q3,2015Q2,2015,-0.42999999999999994,-61.80465165958849,1.24,0.86,20.581396235976108,1.3,20.8,1.6571393379798303,22.82,4.32,22.979165889598704,4.81,2.41,19.70539488733062,4.37
2015-08-17,26.76099967956543,17.770000457763672,34.705501556396484,100.66000366210938,47.52000045776367,2015Q3,2015Q2,2015,-0.42999999999999994,-62.23488297573357,1.24,0.86,20.662791229957758,1.3,20.8,1.6685337286729078,22.82,4.32,23.300926773636427,4.81,2.41,19.717842513594885,4.37
2015-08-18,26.750999450683594,17.690000534057617,34.436500549316406,100.76000213623048,47.459999084472656,2015Q3,2015Q2,2015,-0.42999999999999994,-62.21162662949674,1.24,0.86,20.569768062857694,1.3,20.8,1.6556009879479041,22.82,4.32,23.32407456857187,4.81,2.41,19.69294567820442,4.37
2015-08-19,26.645999908447266,17.459999084472656,34.70199966430664,101.0999984741211,47.439998626708984,2015Q3,2015Q2,2015,-0.42999999999999994,-61.96744164755179,1.24,0.86,20.30232451682867,1.3,20.8,1.6683653684762807,22.82,4.32,23.402777424565066,4.81,2.41,19.684646733074267,4.37
2015-08-20,25.788999557495117,16.719999313354492,33.9739990234375,99.76000213623048,46.880001068115234,2015Q3,2015Q2,2015,-0.42999999999999994,-59.97441757557005,1.24,0.86,19.441859666691272,1.3,20.8,1.6333653376652644,22.82,4.32,23.09259308709039,4.81,2.41,19.45228260087769,4.37
2015-08-21,24.723499298095703,16.100000381469727,32.201499938964844,97.12999725341795,46.099998474121094,2015Q3,2015Q2,2015,-0.42999999999999994,-57.49650999557141,1.24,0.86,18.72093067612759,1.3,20.8,1.5481490355271559,22.82,4.32,22.483795660513415,4.81,2.41,19.128630072249415,4.37
2015-08-24,23.168500900268555,15.289999961853027,30.905500411987305,92.87000274658205,44.7400016784668,2015Q3,2015Q2,2015,-0.42999999999999994,-53.88023465178735,1.24,0.86,17.779069723084916,1.3,20.8,1.485841365960928,22.82,4.32,21.497685820968066,4.81,2.41,18.564316049156346,4.37
2015-08-25,23.318500518798828,15.260000228881836,30.62350082397461,91.20999908447266,43.5,2015Q3,2015Q2,2015,-0.42999999999999994,-54.22907097395077,1.24,0.86,17.744186312653298,1.3,20.8,1.4722836934603176,22.82,4.32,21.1134257139983,4.81,2.41,18.04979253112033,4.37
2015-08-26,25.03849983215332,16.059999465942383,32.98699951171875,95.1500015258789,45.15999984741211,2015Q3,2015Q2,2015,-0.42999999999999994,-58.22906937710076,1.24,0.86,18.674417983653935,1.3,20.8,1.5859134380634015,22.82,4.32,22.02546331617567,4.81,2.41,18.738589148303777,4.37
2015-08-27,25.918500900268555,16.440000534057617,33.39799880981445,97.33000183105467,46.189998626708984,2015Q3,2015Q2,2015,-0.42999999999999994,-60.275583488996645,1.24,0.86,19.11627969076467,1.3,20.8,1.6056730197026179,22.82,4.32,22.53009301644784,4.81,2.41,19.16597453390414,4.37
2015-08-28,25.90049934387207,16.360000610351562,32.984500885009766,96.25,46.06999969482422,2015Q3,2015Q2,2015,-0.42999999999999994,-60.233719404353664,1.24,0.86,19.023256523664607,1.3,20.8,1.5857933117793157,22.82,4.32,22.28009259259259,4.81,2.41,19.116182445985153,4.37
2015-08-31,25.644500732421875,16.34000015258789,32.39099884033203,95.0199966430664,46.0099983215332,2015Q3,2015Q2,2015,-0.42999999999999994,-59.63837379632995,1.24,0.86,19.00000017742778,1.3,20.8,1.5572595596313477,22.82,4.32,21.995369593302406,4.81,2.41,19.09128561059469,4.37
2015-09-01,24.82699966430664,15.579999923706056,31.47800064086914,93.47000122070312,44.900001525878906,2015Q3,2015Q2,2015,-0.42999999999999994,-57.73720852164336,1.24,0.86,18.116278981053554,1.3,20.8,1.513365415426401,22.82,4.32,21.63657435664424,4.81,2.41,18.630706027335645,4.37
2015-09-02,25.52750015258789,15.850000381469728,32.24549865722656,96.04000091552734,45.349998474121094,2015Q3,2015Q2,2015,-0.42999999999999994,-59.36627942462301,1.24,0.86,18.430233001708988,1.3,20.8,1.5502643585205078,22.82,4.32,22.231481693409105,4.81,2.41,18.81742675274734,4.37
2015-09-03,25.236000061035156,15.9399995803833,31.852500915527344,96.01000213623048,45.720001220703125,2015Q3,2015Q2,2015,-0.42999999999999994,-58.688372234965485,1.24,0.86,18.53488323300384,1.3,20.8,1.5313702363234298,22.82,4.32,22.224537531534832,4.81,2.41,18.97095486336229,4.37
2015-09-04,24.950000762939453,15.649999618530272,31.447999954223633,94.8499984741211,44.81999969482422,2015Q3,2015Q2,2015,-0.42999999999999994,-58.023257588231296,1.24,0.86,18.1976739750352,1.3,20.8,1.51192307472229,22.82,4.32,21.956018165305807,4.81,2.41,18.597510246815027,4.37
2015-09-08,25.87700080871582,16.15999984741211,32.194000244140625,96.77999877929688,45.880001068115234,2015Q3,2015Q2,2015,-0.42999999999999994,-60.17907164817633,1.24,0.86,18.790697496990827,1.3,20.8,1.5477884732759914,22.82,4.32,22.40277749520761,4.81,2.41,19.03734484154159,4.37
2015-09-09,25.844499588012695,15.899999618530272,32.170501708984375,95.43000030517578,45.38999938964844,2015Q3,2015Q2,2015,-0.42999999999999994,-60.10348741398302,1.24,0.86,18.488371649453804,1.3,20.8,1.5466587360088642,22.82,4.32,22.090277848420317,4.81,2.41,18.83402464300765,4.37
2015-09-10,26.11199951171875,16.040000915527344,32.55400085449219,95.25,45.459999084472656,2015Q3,2015Q2,2015,-0.42999999999999994,-60.72558025981105,1.24,0.86,18.651163855264354,1.3,20.8,1.565096194927509,22.82,4.32,22.04861111111111,4.81,2.41,18.86307015953222,4.37
2015-09-11,26.472000122070312,16.040000915527344,32.76499938964844,97.41000366210938,45.72999954223633,2015Q3,2015Q2,2015,-0.42999999999999994,-61.56279098155888,1.24,0.86,18.651163855264354,1.3,20.8,1.5752403552715595,22.82,4.32,22.548611958821613,4.81,2.41,18.9751035444964,4.37
2015-09-14,26.069000244140625,15.960000038146973,32.62350082397461,96.97000122070312,45.650001525878906,2015Q3,2015Q2,2015,-0.42999999999999994,-60.62558196311774,1.24,0.86,18.558139579240667,1.3,20.8,1.5684375396141639,22.82,4.32,22.446759541829426,4.81,2.41,18.94190934683772,4.37
2015-09-15,26.118499755859375,16.309999465942383,33.253501892089844,98.19000244140624,46.369998931884766,2015Q3,2015Q2,2015,-0.42999999999999994,-60.74069710664972,1.24,0.86,18.965115658072538,1.3,20.8,1.5987260525043194,22.82,4.32,22.729167231806997,4.81,2.41,19.240663457213593,4.37
2015-09-16,26.36949920654297,16.329999923706055,33.2760009765625,98.69000244140624,46.189998626708984,2015Q3,2015Q2,2015,-0.42999999999999994,-61.32441675940226,1.24,0.86,18.988372004309365,1.3,20.8,1.5998077392578125,22.82,4.32,22.844907972547738,4.81,2.41,19.16597453390414,4.37
2015-09-17,26.943500518798828,15.859999656677246,33.583499908447266,97.83999633789062,45.22999954223633,2015Q3,2015Q2,2015,-0.42999999999999994,-62.659303532090306,1.24,0.86,18.441860065903775,1.3,20.8,1.6145913417522724,22.82,4.32,22.648147300437643,4.81,2.41,18.76763466482835,4.37
2015-09-18,27.01300048828125,15.5600004196167,33.04600143432617,97.0500030517578,44.56999969482422,2015Q3,2015Q2,2015,-0.42999999999999994,-62.82093136809594,1.24,0.86,18.09302374374035,1.3,20.8,1.588750068957989,22.82,4.32,22.465278484203193,4.81,2.41,18.493775806981002,4.37
2015-09-21,27.41950035095215,15.699999809265137,33.3489990234375,97.9000015258789,44.79999923706055,2015Q3,2015Q2,2015,-0.42999999999999994,-63.76627988593524,1.24,0.86,18.255813731703647,1.3,20.8,1.6033172607421875,22.82,4.32,22.662037390249747,4.81,2.41,18.589211301684873,4.37
2015-09-22,26.920000076293945,15.56999969482422,32.65999984741211,97.1999969482422,44.43000030517578,2015Q3,2015Q2,2015,-0.42999999999999994,-62.60465134021849,1.24,0.86,18.10465080793514,1.3,20.8,1.5701923003563514,22.82,4.32,22.499999293574582,4.81,2.41,18.435684773931857,4.37
2015-09-23,26.80349922180176,15.720000267028809,32.66450119018555,97.37999725341795,43.97999954223633,2015Q3,2015Q2,2015,-0.42999999999999994,-62.33371912046922,1.24,0.86,18.279070077940474,1.3,20.8,1.5704087110666127,22.82,4.32,22.541666030883786,4.81,2.41,18.248962465658227,4.37
